ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),PROXIMITY (m),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
-8.661,-4.7669,2.1955,-15.97,-19.03,-50.76,117.1,-4.32,17.46,0,56.413,"48° 9‘  48,9633‘‘ N","11° 33‘  26,2374‘‘ E",563.82,NaN,1.19,12,349.32,14 / 20,118,2018-11-09 10:14:09:758
-7.525,-5.6802,1.3958,-15.97,-19.03,-50.76,117.1,-4.32,17.46,0,56.413,"48° 9‘  48,9908‘‘ N","11° 33‘  26,2168‘‘ E",563.83,NaN,1.22,12,339.18,16 / 20,218,2018-11-09 10:14:09:858
-7.0366,-4.2569,0.4764,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,52.996,"48° 9‘  48,9908‘‘ N","11° 33‘  26,2168‘‘ E",563.83,NaN,1.22,12,339.18,16 / 20,322,2018-11-09 10:14:09:962
-6.3949,-6.3614,0.7673,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,52.996,"48° 9‘  48,9908‘‘ N","11° 33‘  26,2168‘‘ E",563.83,NaN,1.22,12,339.18,16 / 20,418,2018-11-09 10:14:10:058
-4.7118,-6.954,-0.0946,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,52.996,"48° 9‘  48,9908‘‘ N","11° 33‘  26,2168‘‘ E",563.83,NaN,1.22,12,339.18,16 / 20,519,2018-11-09 10:14:10:159
-2.5702,-8.1391,-0.8045,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,52.996,"48° 9‘  48,9908‘‘ N","11° 33‘  26,2168‘‘ E",563.83,NaN,1.22,12,339.18,16 / 20,618,2018-11-09 10:14:10:258
-0.2921,-11.2252,-1.5562,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,65.832,"48° 9‘  48,9908‘‘ N","11° 33‘  26,2168‘‘ E",563.83,NaN,1.22,12,339.18,16 / 20,718,2018-11-09 10:14:10:358
-0.2945,-10.1359,-0.9266,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,65.832,"48° 9‘  48,9908‘‘ N","11° 33‘  26,2168‘‘ E",563.83,NaN,1.22,12,339.18,16 / 20,818,2018-11-09 10:14:10:458
0.0479,-9.2213,-1.2845,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,65.832,"48° 9‘  48,9908‘‘ N","11° 33‘  26,2168‘‘ E",563.83,NaN,1.22,12,339.18,16 / 20,918,2018-11-09 10:14:10:558
0.0431,-9.6187,-1.561,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,63.469,"48° 9‘  48,9908‘‘ N","11° 33‘  26,2168‘‘ E",563.83,NaN,1.22,12,339.18,16 / 20,1018,2018-11-09 10:14:10:658
-1.3096,-10.5752,-0.0419,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,63.469,"48° 9‘  48,9908‘‘ N","11° 33‘  26,2168‘‘ E",563.83,NaN,1.22,12,339.18,16 / 20,1118,2018-11-09 10:14:10:758
-1.3479,-11.2659,-0.1556,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,63.469,"48° 9‘  49,0045‘‘ N","11° 33‘  26,2065‘‘ E",563.81,NaN,1.01,12,339.18,16 / 20,1219,2018-11-09 10:14:10:859
0.9816,-11.7364,-0.2526,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,51.538,"48° 9‘  49,0045‘‘ N","11° 33‘  26,2065‘‘ E",563.81,NaN,1.01,12,339.18,16 / 20,1318,2018-11-09 10:14:10:958
0.2203,-11.4287,0.1592,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,51.538,"48° 9‘  49,0045‘‘ N","11° 33‘  26,2065‘‘ E",563.81,NaN,1.01,12,339.18,16 / 20,1418,2018-11-09 10:14:11:058
0.0455,-7.9667,-0.0539,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,51.538,"48° 9‘  49,0045‘‘ N","11° 33‘  26,2065‘‘ E",563.81,NaN,1.01,12,339.18,16 / 20,1519,2018-11-09 10:14:11:159
-0.0479,-5.0446,1.4688,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,58.738,"48° 9‘  49,0045‘‘ N","11° 33‘  26,2065‘‘ E",563.81,NaN,1.01,12,339.18,16 / 20,1618,2018-11-09 10:14:11:258
-0.5698,-8.5198,6.2285,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,58.738,"48° 9‘  49,0045‘‘ N","11° 33‘  26,2065‘‘ E",563.81,NaN,1.01,12,339.18,16 / 20,1719,2018-11-09 10:14:11:359
0.6009,-10.3082,4.367,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,58.738,"48° 9‘  49,0045‘‘ N","11° 33‘  26,2065‘‘ E",563.81,NaN,1.01,12,339.18,16 / 20,1819,2018-11-09 10:14:11:459
0.4178,-9.3925,-1.5933,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,58.738,"48° 9‘  49,0045‘‘ N","11° 33‘  26,2065‘‘ E",563.81,NaN,1.01,12,339.18,16 / 20,1918,2018-11-09 10:14:11:558
0.4298,-9.3158,-0.1496,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,57.803,"48° 9‘  49,0045‘‘ N","11° 33‘  26,2065‘‘ E",563.81,NaN,1.01,12,339.18,16 / 20,2020,2018-11-09 10:14:11:660
-0.1712,-8.5832,1.3946,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,57.803,"48° 9‘  49,0045‘‘ N","11° 33‘  26,2065‘‘ E",563.81,NaN,1.01,12,339.18,16 / 20,2118,2018-11-09 10:14:11:758
-0.2502,-9.0513,-0.0611,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,57.803,"48° 9‘  49,0045‘‘ N","11° 33‘  26,1138‘‘ E",563.74,NaN,2.64,16,93.2,16 / 20,2219,2018-11-09 10:14:11:859
-1.6508,-10.7344,-0.0347,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,58.475,"48° 9‘  49,0045‘‘ N","11° 33‘  26,1138‘‘ E",563.74,NaN,2.64,16,93.2,16 / 20,2318,2018-11-09 10:14:11:958
-1.9908,-11.4934,0.4597,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,58.475,"48° 9‘  49,0045‘‘ N","11° 33‘  26,1138‘‘ E",563.74,NaN,2.64,16,93.2,16 / 20,2418,2018-11-09 10:14:12:058
1.7514,-13.8564,-0.9266,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,58.475,"48° 9‘  49,0045‘‘ N","11° 33‘  26,1138‘‘ E",563.74,NaN,2.64,16,93.2,16 / 20,2520,2018-11-09 10:14:12:160
-0.7171,-11.5412,-0.1281,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,58.132,"48° 9‘  49,0045‘‘ N","11° 33‘  26,1138‘‘ E",563.74,NaN,2.64,16,93.2,16 / 20,2618,2018-11-09 10:14:12:258
0.6261,-5.1332,-0.3077,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,58.132,"48° 9‘  49,0045‘‘ N","11° 33‘  26,1138‘‘ E",563.74,NaN,2.64,16,93.2,16 / 20,2718,2018-11-09 10:14:12:358
-0.1401,-5.0278,4.0306,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,58.132,"48° 9‘  49,0045‘‘ N","11° 33‘  26,1138‘‘ E",563.74,NaN,2.64,16,93.2,16 / 20,2819,2018-11-09 10:14:12:459
-0.6428,-9.6079,7.0928,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,65.616,"48° 9‘  49,0045‘‘ N","11° 33‘  26,1138‘‘ E",563.74,NaN,2.64,16,93.2,16 / 20,2918,2018-11-09 10:14:12:558
1.5694,-9.0273,1.8711,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,65.616,"48° 9‘  49,0045‘‘ N","11° 33‘  26,1138‘‘ E",563.74,NaN,2.64,16,93.2,16 / 20,3021,2018-11-09 10:14:12:661
0.2011,-9.6989,-0.7063,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,65.616,"48° 9‘  49,0045‘‘ N","11° 33‘  26,1138‘‘ E",563.74,NaN,2.64,16,93.2,16 / 20,3118,2018-11-09 10:14:12:758
-0.8918,-8.7963,0.7961,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,65.616,"48° 9‘  49,0182‘‘ N","11° 33‘  26,1310‘‘ E",563.53,NaN,3.85,8,56.03,16 / 20,3218,2018-11-09 10:14:12:858
-0.7003,-7.8769,0.2047,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,60.598,"48° 9‘  49,0182‘‘ N","11° 33‘  26,1310‘‘ E",563.53,NaN,3.85,8,56.03,16 / 20,3318,2018-11-09 10:14:12:958
-0.4908,-10.1622,0.8332,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,60.598,"48° 9‘  49,0182‘‘ N","11° 33‘  26,1310‘‘ E",563.53,NaN,3.85,8,56.03,16 / 20,3418,2018-11-09 10:14:13:058
-2.2972,-12.3828,0.6752,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,60.598,"48° 9‘  49,0182‘‘ N","11° 33‘  26,1310‘‘ E",563.53,NaN,3.85,8,56.03,16 / 20,3522,2018-11-09 10:14:13:162
1.4497,-14.1174,-0.3448,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,57.903,"48° 9‘  49,0182‘‘ N","11° 33‘  26,1310‘‘ E",563.53,NaN,3.85,8,56.03,16 / 20,3618,2018-11-09 10:14:13:258
-0.1377,-12.7599,0.146,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,57.903,"48° 9‘  49,0182‘‘ N","11° 33‘  26,1310‘‘ E",563.53,NaN,3.85,8,56.03,16 / 20,3719,2018-11-09 10:14:13:359
0.3771,-4.9285,-0.9493,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,57.903,"48° 9‘  49,0182‘‘ N","11° 33‘  26,1310‘‘ E",563.53,NaN,3.85,8,56.03,16 / 20,3818,2018-11-09 10:14:13:458
0.5411,-4.8722,2.2338,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,65.944,"48° 9‘  49,0182‘‘ N","11° 33‘  26,1310‘‘ E",563.53,NaN,3.85,8,56.03,16 / 20,3918,2018-11-09 10:14:13:558
-1.7573,-9.1877,7.6327,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,65.944,"48° 9‘  49,0182‘‘ N","11° 33‘  26,1310‘‘ E",563.53,NaN,3.85,8,56.03,16 / 20,4018,2018-11-09 10:14:13:658
0.6859,-11.6526,2.7402,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,65.944,"48° 9‘  49,0182‘‘ N","11° 33‘  26,1310‘‘ E",563.53,NaN,3.85,8,56.03,16 / 20,4118,2018-11-09 10:14:13:758
0.1556,-10.4064,-1.7394,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,60.352,"48° 9‘  49,0045‘‘ N","11° 33‘  26,1550‘‘ E",563.33,NaN,3.76,12,68.59,16 / 20,4218,2018-11-09 10:14:13:858
-0.5195,-8.7819,1.0235,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,60.352,"48° 9‘  49,0045‘‘ N","11° 33‘  26,1550‘‘ E",563.33,NaN,3.76,12,68.59,16 / 20,4319,2018-11-09 10:14:13:959
-0.7542,-8.163,-0.2358,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,60.352,"48° 9‘  49,0045‘‘ N","11° 33‘  26,1550‘‘ E",563.33,NaN,3.76,12,68.59,16 / 20,4418,2018-11-09 10:14:14:058
-0.8906,-10.7344,0.1065,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,60.352,"48° 9‘  49,0045‘‘ N","11° 33‘  26,1550‘‘ E",563.33,NaN,3.76,12,68.59,16 / 20,4518,2018-11-09 10:14:14:158
-2.3176,-12.378,0.8499,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,59.251,"48° 9‘  49,0045‘‘ N","11° 33‘  26,1550‘‘ E",563.33,NaN,3.76,12,68.59,16 / 20,4618,2018-11-09 10:14:14:258
1.561,-14.3939,-0.8152,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,59.251,"48° 9‘  49,0045‘‘ N","11° 33‘  26,1550‘‘ E",563.33,NaN,3.76,12,68.59,16 / 20,4718,2018-11-09 10:14:14:358
-0.2957,-12.1769,0.1089,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,59.251,"48° 9‘  49,0045‘‘ N","11° 33‘  26,1550‘‘ E",563.33,NaN,3.76,12,68.59,16 / 20,4818,2018-11-09 10:14:14:458
0.1149,-5.1763,-1.0032,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,61.671,"48° 9‘  49,0045‘‘ N","11° 33‘  26,1550‘‘ E",563.33,NaN,3.76,12,68.59,16 / 20,4918,2018-11-09 10:14:14:558
-0.0706,-4.8638,3.6428,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,61.671,"48° 9‘  49,0045‘‘ N","11° 33‘  26,1550‘‘ E",563.33,NaN,3.76,12,68.59,16 / 20,5018,2018-11-09 10:14:14:658
-1.4724,-9.2033,7.6315,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,61.671,"48° 9‘  49,0045‘‘ N","11° 33‘  26,1550‘‘ E",563.33,NaN,3.76,12,68.59,16 / 20,5118,2018-11-09 10:14:14:758
1.4868,-9.2835,1.4138,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,60.18,"48° 9‘  49,0045‘‘ N","11° 33‘  26,2099‘‘ E",563.12,NaN,3.68,12,82.11,16 / 20,5219,2018-11-09 10:14:14:859
-0.3184,-9.6618,-0.6847,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,60.18,"48° 9‘  49,0045‘‘ N","11° 33‘  26,2099‘‘ E",563.12,NaN,3.68,12,82.11,16 / 20,5318,2018-11-09 10:14:14:958
-1.2414,-8.8801,0.7506,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,60.18,"48° 9‘  49,0045‘‘ N","11° 33‘  26,2099‘‘ E",563.12,NaN,3.68,12,82.11,16 / 20,5419,2018-11-09 10:14:15:059
-0.1604,-7.9523,0.1867,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,61.396,"48° 9‘  49,0045‘‘ N","11° 33‘  26,2099‘‘ E",563.12,NaN,3.68,12,82.11,16 / 20,5519,2018-11-09 10:14:15:159
-0.9361,-10.3465,-0.182,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,61.396,"48° 9‘  49,0045‘‘ N","11° 33‘  26,2099‘‘ E",563.12,NaN,3.68,12,82.11,16 / 20,5618,2018-11-09 10:14:15:258
-2.9185,-12.2811,0.7913,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,61.396,"48° 9‘  49,0045‘‘ N","11° 33‘  26,2099‘‘ E",563.12,NaN,3.68,12,82.11,16 / 20,5719,2018-11-09 10:14:15:359
1.1576,-14.4921,-0.8535,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,61.396,"48° 9‘  49,0045‘‘ N","11° 33‘  26,2099‘‘ E",563.12,NaN,3.68,12,82.11,16 / 20,5819,2018-11-09 10:14:15:459
-0.1197,-11.9231,-0.0192,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,56.972,"48° 9‘  49,0045‘‘ N","11° 33‘  26,2099‘‘ E",563.12,NaN,3.68,12,82.11,16 / 20,5918,2018-11-09 10:14:15:558
0.2502,-5.2565,-0.7302,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,56.972,"48° 9‘  49,0045‘‘ N","11° 33‘  26,2099‘‘ E",563.12,NaN,3.68,12,82.11,16 / 20,6019,2018-11-09 10:14:15:659
-0.2334,-4.2844,2.5462,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,56.972,"48° 9‘  49,0045‘‘ N","11° 33‘  26,2099‘‘ E",563.12,NaN,3.68,12,82.11,16 / 20,6118,2018-11-09 10:14:15:758
-0.2047,-9.4739,8.2109,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,63.878,"48° 9‘  48,9771‘‘ N","11° 33‘  26,3267‘‘ E",562.98,NaN,4.01,12,94.62,16 / 20,6220,2018-11-09 10:14:15:860
1.7741,-9.3972,1.8711,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,63.878,"48° 9‘  48,9771‘‘ N","11° 33‘  26,3267‘‘ E",562.98,NaN,4.01,12,94.62,16 / 20,6318,2018-11-09 10:14:15:958
-0.8045,-10.2783,-1.0163,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,63.878,"48° 9‘  48,9771‘‘ N","11° 33‘  26,3267‘‘ E",562.98,NaN,4.01,12,94.62,16 / 20,6418,2018-11-09 10:14:16:058
-0.8523,-8.6119,1.0247,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,61.6,"48° 9‘  48,9771‘‘ N","11° 33‘  26,3267‘‘ E",562.98,NaN,4.01,12,94.62,16 / 20,6519,2018-11-09 10:14:16:159
-0.5387,-8.0445,-0.176,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,61.6,"48° 9‘  48,9771‘‘ N","11° 33‘  26,3267‘‘ E",562.98,NaN,4.01,12,94.62,16 / 20,6618,2018-11-09 10:14:16:258
-2.0674,-10.9223,0.3077,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,61.6,"48° 9‘  48,9771‘‘ N","11° 33‘  26,3267‘‘ E",562.98,NaN,4.01,12,94.62,16 / 20,6722,2018-11-09 10:14:16:362
-2.4804,-12.0105,0.6141,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,60.223,"48° 9‘  48,9771‘‘ N","11° 33‘  26,3267‘‘ E",562.98,NaN,4.01,12,94.62,16 / 20,6818,2018-11-09 10:14:16:458
1.0223,-14.6142,-0.6967,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,60.223,"48° 9‘  48,9771‘‘ N","11° 33‘  26,3267‘‘ E",562.98,NaN,4.01,12,94.62,16 / 20,6919,2018-11-09 10:14:16:559
-0.3735,-11.3318,-0.571,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,60.223,"48° 9‘  48,9771‘‘ N","11° 33‘  26,3267‘‘ E",562.98,NaN,4.01,12,94.62,16 / 20,7019,2018-11-09 10:14:16:659
0.31,-4.3036,-0.8428,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,60.223,"48° 9‘  48,9771‘‘ N","11° 33‘  26,3267‘‘ E",562.98,NaN,4.01,12,94.62,16 / 20,7119,2018-11-09 10:14:16:759
-1.057,-6.2441,4.6052,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,64.48,"48° 9‘  48,9359‘‘ N","11° 33‘  26,4812‘‘ E",562.91,NaN,4.85,8,107.07,16 / 20,7218,2018-11-09 10:14:16:858
-0.583,-8.5078,7.1228,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,64.48,"48° 9‘  48,9359‘‘ N","11° 33‘  26,4812‘‘ E",562.91,NaN,4.85,8,107.07,16 / 20,7318,2018-11-09 10:14:16:958
1.5682,-9.5086,1.573,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,64.48,"48° 9‘  48,9359‘‘ N","11° 33‘  26,4812‘‘ E",562.91,NaN,4.85,8,107.07,16 / 20,7419,2018-11-09 10:14:17:059
-0.3819,-9.8533,-0.6895,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,61.59,"48° 9‘  48,9359‘‘ N","11° 33‘  26,4812‘‘ E",562.91,NaN,4.85,8,107.07,16 / 20,7519,2018-11-09 10:14:17:159
-0.8871,-8.7137,0.929,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,61.59,"48° 9‘  48,9359‘‘ N","11° 33‘  26,4812‘‘ E",562.91,NaN,4.85,8,107.07,16 / 20,7618,2018-11-09 10:14:17:258
-0.0694,-8.4707,-0.7171,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,61.59,"48° 9‘  48,9359‘‘ N","11° 33‘  26,4812‘‘ E",562.91,NaN,4.85,8,107.07,16 / 20,7718,2018-11-09 10:14:17:358
-2.1668,-10.8409,-0.2514,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,61.178,"48° 9‘  48,9359‘‘ N","11° 33‘  26,4812‘‘ E",562.91,NaN,4.85,8,107.07,16 / 20,7818,2018-11-09 10:14:17:458
-2.3547,-11.5496,1.2127,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,61.178,"48° 9‘  48,9359‘‘ N","11° 33‘  26,4812‘‘ E",562.91,NaN,4.85,8,107.07,16 / 20,7919,2018-11-09 10:14:17:559
0.9589,-14.9422,-0.5219,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,61.178,"48° 9‘  48,9359‘‘ N","11° 33‘  26,4812‘‘ E",562.91,NaN,4.85,8,107.07,16 / 20,8018,2018-11-09 10:14:17:658
-0.6333,-11.4263,-0.571,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,61.178,"48° 9‘  48,9359‘‘ N","11° 33‘  26,4812‘‘ E",562.91,NaN,4.85,8,107.07,16 / 20,8118,2018-11-09 10:14:17:758
0.5399,-4.1204,-0.9182,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,63.174,"48° 9‘  48,9496‘‘ N","11° 33‘  26,5498‘‘ E",562.9,NaN,4.88,8,64.68,16 / 20,8219,2018-11-09 10:14:17:859
-0.8452,-6.8378,4.1216,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,63.174,"48° 9‘  48,9496‘‘ N","11° 33‘  26,5498‘‘ E",562.9,NaN,4.88,8,64.68,16 / 20,8318,2018-11-09 10:14:17:958
-1.8842,-10.7907,6.8235,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,63.174,"48° 9‘  48,9496‘‘ N","11° 33‘  26,5498‘‘ E",562.9,NaN,4.88,8,64.68,16 / 20,8420,2018-11-09 10:14:18:060
1.804,-8.4072,0.7985,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,62.473,"48° 9‘  48,9496‘‘ N","11° 33‘  26,5498‘‘ E",562.9,NaN,4.88,8,64.68,16 / 20,8518,2018-11-09 10:14:18:158
-0.5088,-9.2931,-0.2059,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,62.473,"48° 9‘  48,9496‘‘ N","11° 33‘  26,5498‘‘ E",562.9,NaN,4.88,8,64.68,16 / 20,8619,2018-11-09 10:14:18:259
-0.8978,-8.2301,1.0127,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,62.473,"48° 9‘  48,9496‘‘ N","11° 33‘  26,5498‘‘ E",562.9,NaN,4.88,8,64.68,16 / 20,8718,2018-11-09 10:14:18:358
-0.237,-8.3318,-0.1796,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,62.17,"48° 9‘  48,9496‘‘ N","11° 33‘  26,5498‘‘ E",562.9,NaN,4.88,8,64.68,16 / 20,8818,2018-11-09 10:14:18:458
-1.9405,-10.8158,0.1341,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,62.17,"48° 9‘  48,9496‘‘ N","11° 33‘  26,5498‘‘ E",562.9,NaN,4.88,8,64.68,16 / 20,8921,2018-11-09 10:14:18:561
-2.32,-11.7208,0.6692,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,62.17,"48° 9‘  48,9496‘‘ N","11° 33‘  26,5498‘‘ E",562.9,NaN,4.88,8,64.68,16 / 20,9019,2018-11-09 10:14:18:659
1.4257,-14.2455,-0.6476,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,54.476,"48° 9‘  48,9496‘‘ N","11° 33‘  26,5498‘‘ E",562.9,NaN,4.88,8,64.68,16 / 20,9118,2018-11-09 10:14:18:758
-0.9517,-9.5876,-0.8392,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,54.476,"48° 9‘  48,9633‘‘ N","11° 33‘  26,6082‘‘ E",562.9,NaN,4.72,12,51.06,16 / 20,9218,2018-11-09 10:14:18:858
0.2693,-4.6184,-0.4645,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,54.476,"48° 9‘  48,9633‘‘ N","11° 33‘  26,6082‘‘ E",562.9,NaN,4.72,12,51.06,16 / 20,9318,2018-11-09 10:14:18:958
-1.5897,-6.6858,4.8016,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,54.476,"48° 9‘  48,9633‘‘ N","11° 33‘  26,6082‘‘ E",562.9,NaN,4.72,12,51.06,16 / 20,9421,2018-11-09 10:14:19:061
-0.7602,-11.0852,7.6698,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,63.195,"48° 9‘  48,9633‘‘ N","11° 33‘  26,6082‘‘ E",562.9,NaN,4.72,12,51.06,16 / 20,9518,2018-11-09 10:14:19:158
1.3096,-8.8502,0.6871,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,63.195,"48° 9‘  48,9633‘‘ N","11° 33‘  26,6082‘‘ E",562.9,NaN,4.72,12,51.06,16 / 20,9618,2018-11-09 10:14:19:258
-0.0048,-8.9543,-0.091,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,63.195,"48° 9‘  48,9633‘‘ N","11° 33‘  26,6082‘‘ E",562.9,NaN,4.72,12,51.06,16 / 20,9718,2018-11-09 10:14:19:358
-1.3204,-8.3354,0.7745,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,61.838,"48° 9‘  48,9633‘‘ N","11° 33‘  26,6082‘‘ E",562.9,NaN,4.72,12,51.06,16 / 20,9818,2018-11-09 10:14:19:458
-0.7865,-8.4635,-0.5327,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,61.838,"48° 9‘  48,9633‘‘ N","11° 33‘  26,6082‘‘ E",562.9,NaN,4.72,12,51.06,16 / 20,9922,2018-11-09 10:14:19:562
-2.0303,-10.7715,0.079,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,61.838,"48° 9‘  48,9633‘‘ N","11° 33‘  26,6082‘‘ E",562.9,NaN,4.72,12,51.06,16 / 20,10018,2018-11-09 10:14:19:658
-2.4217,-12.0141,1.1049,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,59.753,"48° 9‘  48,9633‘‘ N","11° 33‘  26,6082‘‘ E",562.9,NaN,4.72,12,51.06,16 / 20,10118,2018-11-09 10:14:19:758
1.1372,-14.224,-0.1844,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,59.753,"48° 9‘  48,9633‘‘ N","11° 33‘  26,7352‘‘ E",562.86,NaN,4.6,12,92.3,16 / 20,10219,2018-11-09 10:14:19:859
-1.3491,-10.4495,-0.4513,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,59.753,"48° 9‘  48,9633‘‘ N","11° 33‘  26,7352‘‘ E",562.86,NaN,4.6,12,92.3,16 / 20,10318,2018-11-09 10:14:19:958
0.5375,-3.9947,-0.5507,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,64.296,"48° 9‘  48,9633‘‘ N","11° 33‘  26,7352‘‘ E",562.86,NaN,4.6,12,92.3,16 / 20,10418,2018-11-09 10:14:20:058
-1.9237,-8.3558,5.5067,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,64.296,"48° 9‘  48,9633‘‘ N","11° 33‘  26,7352‘‘ E",562.86,NaN,4.6,12,92.3,16 / 20,10518,2018-11-09 10:14:20:158
