ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),PROXIMITY (m),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
-3.9205,-11.5245,7.2987,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,67.003,"48° 9‘  48,8123‘‘ N","11° 33‘  27,7652‘‘ E",564.69,NaN,4.15,8,76.57,16 / 20,26119,2018-11-09 10:14:35:759
-1.7023,-12.3768,4.3563,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,67.003,"48° 9‘  48,7985‘‘ N","11° 33‘  27,7721‘‘ E",564.81,NaN,4.19,8,75.78,16 / 20,26218,2018-11-09 10:14:35:858
-0.1173,-9.5217,-2.0339,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,60.621,"48° 9‘  48,7985‘‘ N","11° 33‘  27,7721‘‘ E",564.81,NaN,4.19,8,75.78,16 / 20,26319,2018-11-09 10:14:35:959
-0.8679,-9.2081,-0.1149,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,60.621,"48° 9‘  48,7985‘‘ N","11° 33‘  27,7721‘‘ E",564.81,NaN,4.19,8,75.78,16 / 20,26418,2018-11-09 10:14:36:058
-1.2318,-7.9332,0.5219,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,60.621,"48° 9‘  48,7985‘‘ N","11° 33‘  27,7721‘‘ E",564.81,NaN,4.19,8,75.78,16 / 20,26519,2018-11-09 10:14:36:159
-0.9912,-8.7281,0.0335,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,60.621,"48° 9‘  48,7985‘‘ N","11° 33‘  27,7721‘‘ E",564.81,NaN,4.19,8,75.78,16 / 20,26619,2018-11-09 10:14:36:259
-2.4636,-11.9135,1.0343,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,60.134,"48° 9‘  48,7985‘‘ N","11° 33‘  27,7721‘‘ E",564.81,NaN,4.19,8,75.78,16 / 20,26718,2018-11-09 10:14:36:358
-0.3962,-11.825,1.5778,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,60.134,"48° 9‘  48,7985‘‘ N","11° 33‘  27,7721‘‘ E",564.81,NaN,4.19,8,75.78,16 / 20,26819,2018-11-09 10:14:36:459
-0.3053,-13.4135,0.3256,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,60.134,"48° 9‘  48,7985‘‘ N","11° 33‘  27,7721‘‘ E",564.81,NaN,4.19,8,75.78,16 / 20,26918,2018-11-09 10:14:36:558
-0.8894,-6.9552,-1.0882,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,64.293,"48° 9‘  48,7985‘‘ N","11° 33‘  27,7721‘‘ E",564.81,NaN,4.19,8,75.78,16 / 20,27019,2018-11-09 10:14:36:659
0.0467,-4.3742,0.668,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,64.293,"48° 9‘  48,7985‘‘ N","11° 33‘  27,7721‘‘ E",564.81,NaN,4.19,8,75.78,16 / 20,27118,2018-11-09 10:14:36:758
-3.2956,-10.9966,6.7576,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,64.293,"48° 9‘  48,7985‘‘ N","11° 33‘  27,7721‘‘ E",564.81,NaN,4.19,8,75.78,16 / 20,27218,2018-11-09 10:14:36:858
-0.5028,-11.8274,4.3814,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,62.591,"48° 9‘  48,7848‘‘ N","11° 33‘  27,7858‘‘ E",564.91,NaN,4.24,8,74.14,16 / 20,27318,2018-11-09 10:14:36:958
-0.6955,-9.7731,-1.634,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,62.591,"48° 9‘  48,7848‘‘ N","11° 33‘  27,7858‘‘ E",564.91,NaN,4.24,8,74.14,16 / 20,27418,2018-11-09 10:14:37:058
-0.8715,-9.1447,0.2753,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,62.591,"48° 9‘  48,7848‘‘ N","11° 33‘  27,7858‘‘ E",564.91,NaN,4.24,8,74.14,16 / 20,27518,2018-11-09 10:14:37:158
-0.7314,-8.0242,0.6859,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,62.591,"48° 9‘  48,7848‘‘ N","11° 33‘  27,7858‘‘ E",564.91,NaN,4.24,8,74.14,16 / 20,27618,2018-11-09 10:14:37:258
-0.9673,-9.5972,0.6931,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,59.769,"48° 9‘  48,7848‘‘ N","11° 33‘  27,7858‘‘ E",564.91,NaN,4.24,8,74.14,16 / 20,27718,2018-11-09 10:14:37:358
-2.6336,-11.9626,0.7673,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,59.769,"48° 9‘  48,7848‘‘ N","11° 33‘  27,7858‘‘ E",564.91,NaN,4.24,8,74.14,16 / 20,27818,2018-11-09 10:14:37:458
0.8428,-13.6769,0.4405,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,59.769,"48° 9‘  48,7848‘‘ N","11° 33‘  27,7858‘‘ E",564.91,NaN,4.24,8,74.14,16 / 20,27918,2018-11-09 10:14:37:558
0.5112,-13.6553,-0.0431,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,59.986,"48° 9‘  48,7848‘‘ N","11° 33‘  27,7858‘‘ E",564.91,NaN,4.24,8,74.14,16 / 20,28019,2018-11-09 10:14:37:659
-0.7985,-6.5745,-1.1971,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,59.986,"48° 9‘  48,7711‘‘ N","11° 33‘  27,8236‘‘ E",565,NaN,4.3,8,77.98,16 / 20,28120,2018-11-09 10:14:37:760
-0.1688,-4.0666,0.5016,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,59.986,"48° 9‘  48,7711‘‘ N","11° 33‘  27,8236‘‘ E",565,NaN,4.3,8,77.98,16 / 20,28218,2018-11-09 10:14:37:858
-3.2597,-12.129,7.0354,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,64.57,"48° 9‘  48,7711‘‘ N","11° 33‘  27,8236‘‘ E",565,NaN,4.3,8,77.98,16 / 20,28318,2018-11-09 10:14:37:958
-1.1684,-11.5209,4.549,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,64.57,"48° 9‘  48,7711‘‘ N","11° 33‘  27,8236‘‘ E",565,NaN,4.3,8,77.98,16 / 20,28419,2018-11-09 10:14:38:059
-0.1496,-9.5816,-2.2757,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,64.57,"48° 9‘  48,7711‘‘ N","11° 33‘  27,8236‘‘ E",565,NaN,4.3,8,77.98,16 / 20,28519,2018-11-09 10:14:38:159
-0.9948,-8.9316,0.6584,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,61.122,"48° 9‘  48,7711‘‘ N","11° 33‘  27,8236‘‘ E",565,NaN,4.3,8,77.98,16 / 20,28620,2018-11-09 10:14:38:260
-0.6548,-8.163,0.9206,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,61.122,"48° 9‘  48,7711‘‘ N","11° 33‘  27,8236‘‘ E",565,NaN,4.3,8,77.98,16 / 20,28718,2018-11-09 10:14:38:358
-1.8902,-9.3817,0.5806,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,61.122,"48° 9‘  48,7711‘‘ N","11° 33‘  27,8236‘‘ E",565,NaN,4.3,8,77.98,16 / 20,28818,2018-11-09 10:14:38:458
-2.1632,-11.0181,0.8045,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,61.122,"48° 9‘  48,7711‘‘ N","11° 33‘  27,8236‘‘ E",565,NaN,4.3,8,77.98,16 / 20,28918,2018-11-09 10:14:38:558
-1.8256,-11.1498,1.5658,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,59.184,"48° 9‘  48,7711‘‘ N","11° 33‘  27,8236‘‘ E",565,NaN,4.3,8,77.98,16 / 20,29018,2018-11-09 10:14:38:658
0.9361,-14.0659,-0.5986,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,59.184,"48° 9‘  48,7299‘‘ N","11° 33‘  27,8922‘‘ E",565.13,NaN,4.29,12,103.53,16 / 20,29119,2018-11-09 10:14:38:759
-1.4389,-9.1195,-1.0774,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,59.184,"48° 9‘  48,7299‘‘ N","11° 33‘  27,8922‘‘ E",565.13,NaN,4.29,12,103.53,16 / 20,29218,2018-11-09 10:14:38:858
0.5363,-4.1767,-0.2753,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,65.401,"48° 9‘  48,7299‘‘ N","11° 33‘  27,8922‘‘ E",565.13,NaN,4.29,12,103.53,16 / 20,29319,2018-11-09 10:14:38:959
-2.1763,-8.5533,5.782,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,65.401,"48° 9‘  48,7299‘‘ N","11° 33‘  27,8922‘‘ E",565.13,NaN,4.29,12,103.53,16 / 20,29418,2018-11-09 10:14:39:058
-1.8364,-10.9391,7.367,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,65.401,"48° 9‘  48,7299‘‘ N","11° 33‘  27,8922‘‘ E",565.13,NaN,4.29,12,103.53,16 / 20,29518,2018-11-09 10:14:39:158
0.0215,-8.8837,-2.0279,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,61.661,"48° 9‘  48,7299‘‘ N","11° 33‘  27,8922‘‘ E",565.13,NaN,4.29,12,103.53,16 / 20,29620,2018-11-09 10:14:39:260
-0.5291,-9.402,-0.2382,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,61.661,"48° 9‘  48,7299‘‘ N","11° 33‘  27,8922‘‘ E",565.13,NaN,4.29,12,103.53,16 / 20,29718,2018-11-09 10:14:39:358
-1.245,-8.1702,0.8188,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,61.661,"48° 9‘  48,7299‘‘ N","11° 33‘  27,8922‘‘ E",565.13,NaN,4.29,12,103.53,16 / 20,29819,2018-11-09 10:14:39:459
-0.8104,-8.9483,0.0072,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,59.024,"48° 9‘  48,7299‘‘ N","11° 33‘  27,8922‘‘ E",565.13,NaN,4.29,12,103.53,16 / 20,29918,2018-11-09 10:14:39:558
-1.9321,-11.0468,0.6105,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,59.024,"48° 9‘  48,7299‘‘ N","11° 33‘  27,8922‘‘ E",565.13,NaN,4.29,12,103.53,16 / 20,30018,2018-11-09 10:14:39:658
-2.1153,-11.3066,1.0882,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,59.024,"48° 9‘  48,7299‘‘ N","11° 33‘  27,8922‘‘ E",565.13,NaN,4.29,12,103.53,16 / 20,30118,2018-11-09 10:14:39:758
1.0762,-14.3987,-0.3484,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,59.789,"48° 9‘  48,6887‘‘ N","11° 33‘  27,9746‘‘ E",565.3,NaN,4.32,8,107.57,15 / 20,30218,2018-11-09 10:14:39:858
-1.5299,-11.0313,-0.3915,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,59.789,"48° 9‘  48,6887‘‘ N","11° 33‘  27,9746‘‘ E",565.3,NaN,4.32,8,107.57,15 / 20,30319,2018-11-09 10:14:39:959
0.3352,-4.3706,-0.7015,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,59.789,"48° 9‘  48,6887‘‘ N","11° 33‘  27,9746‘‘ E",565.3,NaN,4.32,8,107.57,15 / 20,30418,2018-11-09 10:14:40:058
-1.7538,-7.5202,5.1272,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,59.789,"48° 9‘  48,6887‘‘ N","11° 33‘  27,9746‘‘ E",565.3,NaN,4.32,8,107.57,15 / 20,30518,2018-11-09 10:14:40:158
-1.6855,-9.6259,7.2832,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,64.322,"48° 9‘  48,6887‘‘ N","11° 33‘  27,9746‘‘ E",565.3,NaN,4.32,8,107.57,15 / 20,30618,2018-11-09 10:14:40:258
1.0379,-9.3661,1.6927,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,64.322,"48° 9‘  48,6887‘‘ N","11° 33‘  27,9746‘‘ E",565.3,NaN,4.32,8,107.57,15 / 20,30718,2018-11-09 10:14:40:358
-0.759,-9.3434,-0.4956,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,64.322,"48° 9‘  48,6887‘‘ N","11° 33‘  27,9746‘‘ E",565.3,NaN,4.32,8,107.57,15 / 20,30820,2018-11-09 10:14:40:460
-1.3072,-8.5126,1.1181,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,61.377,"48° 9‘  48,6887‘‘ N","11° 33‘  27,9746‘‘ E",565.3,NaN,4.32,8,107.57,15 / 20,30918,2018-11-09 10:14:40:558
-0.905,-8.2911,-0.34,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,61.377,"48° 9‘  48,6887‘‘ N","11° 33‘  27,9746‘‘ E",565.3,NaN,4.32,8,107.57,15 / 20,31019,2018-11-09 10:14:40:659
-2.083,-10.5812,-0.4968,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,61.377,"48° 9‘  48,6887‘‘ N","11° 33‘  27,9746‘‘ E",565.3,NaN,4.32,8,107.57,15 / 20,31118,2018-11-09 10:14:40:758
-2.6851,-12.2164,0.2155,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,58.051,"48° 9‘  48,6475‘‘ N","11° 33‘  28,0879‘‘ E",565.56,NaN,4.35,8,103.6,16 / 20,31218,2018-11-09 10:14:40:858
1.4401,-14.3724,-0.8009,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,58.051,"48° 9‘  48,6475‘‘ N","11° 33‘  28,0879‘‘ E",565.56,NaN,4.35,8,103.6,16 / 20,31321,2018-11-09 10:14:40:961
-0.9254,-12.2284,0.0323,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,58.051,"48° 9‘  48,6475‘‘ N","11° 33‘  28,0879‘‘ E",565.56,NaN,4.35,8,103.6,16 / 20,31419,2018-11-09 10:14:41:059
-0.1341,-4.9177,-0.6273,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,58.051,"48° 9‘  48,6475‘‘ N","11° 33‘  28,0879‘‘ E",565.56,NaN,4.35,8,103.6,16 / 20,31519,2018-11-09 10:14:41:159
-0.5423,-4.9309,3.5542,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,64.421,"48° 9‘  48,6475‘‘ N","11° 33‘  28,0879‘‘ E",565.56,NaN,4.35,8,103.6,16 / 20,31618,2018-11-09 10:14:41:258
-1.9237,-9.6869,7.7548,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,64.421,"48° 9‘  48,6475‘‘ N","11° 33‘  28,0879‘‘ E",565.56,NaN,4.35,8,103.6,16 / 20,31718,2018-11-09 10:14:41:358
1.0523,-8.9699,1.4688,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,64.421,"48° 9‘  48,6475‘‘ N","11° 33‘  28,0879‘‘ E",565.56,NaN,4.35,8,103.6,16 / 20,31822,2018-11-09 10:14:41:462
-1.0307,-9.7061,-0.8487,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,60.382,"48° 9‘  48,6475‘‘ N","11° 33‘  28,0879‘‘ E",565.56,NaN,4.35,8,103.6,16 / 20,31918,2018-11-09 10:14:41:558
-1.0618,-8.8202,0.9505,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,60.382,"48° 9‘  48,6475‘‘ N","11° 33‘  28,0879‘‘ E",565.56,NaN,4.35,8,103.6,16 / 20,32018,2018-11-09 10:14:41:658
-0.5758,-8.2995,-0.2634,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,60.382,"48° 9‘  48,6475‘‘ N","11° 33‘  28,0879‘‘ E",565.56,NaN,4.35,8,103.6,16 / 20,32118,2018-11-09 10:14:41:758
-1.5502,-10.3489,0.8045,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,61.266,"48° 9‘  48,6475‘‘ N","11° 33‘  28,1532‘‘ E",565.84,NaN,4.3,16,75.19,16 / 20,32218,2018-11-09 10:14:41:858
-2.727,-11.9004,0.4046,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,61.266,"48° 9‘  48,6475‘‘ N","11° 33‘  28,1532‘‘ E",565.84,NaN,4.3,16,75.19,16 / 20,32319,2018-11-09 10:14:41:959
1.6771,-14.9255,-0.8332,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,61.266,"48° 9‘  48,6475‘‘ N","11° 33‘  28,1532‘‘ E",565.84,NaN,4.3,16,75.19,16 / 20,32419,2018-11-09 10:14:42:059
-0.6369,-12.4894,0.2693,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,60.04,"48° 9‘  48,6475‘‘ N","11° 33‘  28,1532‘‘ E",565.84,NaN,4.3,16,75.19,16 / 20,32519,2018-11-09 10:14:42:159
0.0634,-5.2565,-0.7123,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,60.04,"48° 9‘  48,6475‘‘ N","11° 33‘  28,1532‘‘ E",565.84,NaN,4.3,16,75.19,16 / 20,32618,2018-11-09 10:14:42:258
-0.2143,-4.1982,1.3874,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,60.04,"48° 9‘  48,6475‘‘ N","11° 33‘  28,1532‘‘ E",565.84,NaN,4.3,16,75.19,16 / 20,32718,2018-11-09 10:14:42:358
-2.1632,-10.0102,7.2796,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,60.04,"48° 9‘  48,6475‘‘ N","11° 33‘  28,1532‘‘ E",565.84,NaN,4.3,16,75.19,16 / 20,32818,2018-11-09 10:14:42:458
0.0168,-10.1634,2.1991,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,63.934,"48° 9‘  48,6475‘‘ N","11° 33‘  28,1532‘‘ E",565.84,NaN,4.3,16,75.19,16 / 20,32918,2018-11-09 10:14:42:558
-0.8332,-10.1119,-0.7254,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,63.934,"48° 9‘  48,6475‘‘ N","11° 33‘  28,1532‘‘ E",565.84,NaN,4.3,16,75.19,16 / 20,33019,2018-11-09 10:14:42:659
-1.3755,-8.8693,0.9541,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,63.934,"48° 9‘  48,6475‘‘ N","11° 33‘  28,1532‘‘ E",565.84,NaN,4.3,16,75.19,16 / 20,33119,2018-11-09 10:14:42:759
-0.5171,-7.9906,0.4166,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,60.28,"48° 9‘  48,6475‘‘ N","11° 33‘  28,1738‘‘ E",566.11,NaN,4.27,6,39.76,15 / 20,33218,2018-11-09 10:14:42:858
-1.4138,-9.8892,0.7386,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,60.28,"48° 9‘  48,6475‘‘ N","11° 33‘  28,1738‘‘ E",566.11,NaN,4.27,6,39.76,15 / 20,33318,2018-11-09 10:14:42:958
-2.2158,-11.7926,0.7183,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,60.28,"48° 9‘  48,6475‘‘ N","11° 33‘  28,1738‘‘ E",566.11,NaN,4.27,6,39.76,15 / 20,33418,2018-11-09 10:14:43:058
0.3807,-13.6374,0.6704,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,55.725,"48° 9‘  48,6475‘‘ N","11° 33‘  28,1738‘‘ E",566.11,NaN,4.27,6,39.76,15 / 20,33520,2018-11-09 10:14:43:160
0.431,-13.0891,-0.2933,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,55.725,"48° 9‘  48,6475‘‘ N","11° 33‘  28,1738‘‘ E",566.11,NaN,4.27,6,39.76,15 / 20,33618,2018-11-09 10:14:43:258
-0.3819,-6.0442,-0.9158,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,55.725,"48° 9‘  48,6475‘‘ N","11° 33‘  28,1738‘‘ E",566.11,NaN,4.27,6,39.76,15 / 20,33718,2018-11-09 10:14:43:358
-0.1161,-4.1551,1.2582,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,64.085,"48° 9‘  48,6475‘‘ N","11° 33‘  28,1738‘‘ E",566.11,NaN,4.27,6,39.76,15 / 20,33819,2018-11-09 10:14:43:459
-3.1208,-11.5053,6.6092,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,64.085,"48° 9‘  48,6475‘‘ N","11° 33‘  28,1738‘‘ E",566.11,NaN,4.27,6,39.76,15 / 20,33918,2018-11-09 10:14:43:558
-1.2605,-10.9954,3.8355,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,64.085,"48° 9‘  48,6475‘‘ N","11° 33‘  28,1738‘‘ E",566.11,NaN,4.27,6,39.76,15 / 20,34020,2018-11-09 10:14:43:660
-0.7961,-10.4746,-1.5167,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,64.085,"48° 9‘  48,6475‘‘ N","11° 33‘  28,1738‘‘ E",566.11,NaN,4.27,6,39.76,15 / 20,34118,2018-11-09 10:14:43:758
-0.6668,-8.9591,0.5531,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,60.27,"48° 9‘  48,6749‘‘ N","11° 33‘  28,2355‘‘ E",566.33,NaN,4.34,8,42.67,15 / 20,34219,2018-11-09 10:14:43:859
-0.7434,-8.0349,0.7865,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,60.27,"48° 9‘  48,6749‘‘ N","11° 33‘  28,2355‘‘ E",566.33,NaN,4.34,8,42.67,16 / 20,34318,2018-11-09 10:14:43:958
-0.759,-9.8833,0.9313,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,60.27,"48° 9‘  48,6749‘‘ N","11° 33‘  28,2355‘‘ E",566.33,NaN,4.34,8,42.67,16 / 20,34419,2018-11-09 10:14:44:059
-2.7725,-11.8573,0.9637,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,60.671,"48° 9‘  48,6749‘‘ N","11° 33‘  28,2355‘‘ E",566.33,NaN,4.34,8,42.67,16 / 20,34521,2018-11-09 10:14:44:161
-0.0144,-12.1865,1.2893,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,60.671,"48° 9‘  48,6749‘‘ N","11° 33‘  28,2355‘‘ E",566.33,NaN,4.34,8,42.67,16 / 20,34619,2018-11-09 10:14:44:259
0.7518,-13.1968,0.2394,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,60.671,"48° 9‘  48,6749‘‘ N","11° 33‘  28,2355‘‘ E",566.33,NaN,4.34,8,42.67,16 / 20,34718,2018-11-09 10:14:44:358
-1.0451,-6.8103,-1.0199,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,59.461,"48° 9‘  48,6749‘‘ N","11° 33‘  28,2355‘‘ E",566.33,NaN,4.34,8,42.67,16 / 20,34818,2018-11-09 10:14:44:458
0.152,-3.8702,-0.0814,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,59.461,"48° 9‘  48,6749‘‘ N","11° 33‘  28,2355‘‘ E",566.33,NaN,4.34,8,42.67,16 / 20,34918,2018-11-09 10:14:44:558
-3.0287,-11.6562,7.0797,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,59.461,"48° 9‘  48,6749‘‘ N","11° 33‘  28,2355‘‘ E",566.33,NaN,4.34,8,42.67,16 / 20,35019,2018-11-09 10:14:44:659
-0.9242,-11.637,4.7106,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,61.589,"48° 9‘  48,6749‘‘ N","11° 33‘  28,2355‘‘ E",566.33,NaN,4.34,8,42.67,16 / 20,35118,2018-11-09 10:14:44:758
-0.8607,-10.6506,-0.6261,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,61.589,"48° 9‘  48,6749‘‘ N","11° 33‘  28,3145‘‘ E",566.6,NaN,4.39,8,92.98,16 / 20,35218,2018-11-09 10:14:44:858
-0.7219,-8.8765,0.6357,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,61.589,"48° 9‘  48,6749‘‘ N","11° 33‘  28,3145‘‘ E",566.6,NaN,4.39,8,92.98,16 / 20,35318,2018-11-09 10:14:44:958
-0.6393,-8.1882,0.9589,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,61.36,"48° 9‘  48,6749‘‘ N","11° 33‘  28,3145‘‘ E",566.6,NaN,4.39,8,92.98,16 / 20,35418,2018-11-09 10:14:45:058
-0.9697,-9.2153,-0.0503,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,61.36,"48° 9‘  48,6749‘‘ N","11° 33‘  28,3145‘‘ E",566.6,NaN,4.39,8,92.98,16 / 20,35519,2018-11-09 10:14:45:159
-2.8754,-11.4527,0.5136,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,61.36,"48° 9‘  48,6749‘‘ N","11° 33‘  28,3145‘‘ E",566.6,NaN,4.39,8,92.98,16 / 20,35618,2018-11-09 10:14:45:258
-0.0982,-12.7348,1.5778,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,61.36,"48° 9‘  48,6749‘‘ N","11° 33‘  28,3145‘‘ E",566.6,NaN,4.39,8,92.98,16 / 20,35718,2018-11-09 10:14:45:358
0.6764,-13.3213,0.0299,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,54.948,"48° 9‘  48,6749‘‘ N","11° 33‘  28,3145‘‘ E",566.6,NaN,4.39,8,92.98,16 / 20,35818,2018-11-09 10:14:45:458
-1.2103,-7.2999,-1.0534,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,54.948,"48° 9‘  48,6749‘‘ N","11° 33‘  28,3145‘‘ E",566.6,NaN,4.39,8,92.98,16 / 20,35919,2018-11-09 10:14:45:559
0.158,-4.148,0.2358,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,54.948,"48° 9‘  48,6749‘‘ N","11° 33‘  28,3145‘‘ E",566.6,NaN,4.39,8,92.98,16 / 20,36018,2018-11-09 10:14:45:658
-2.6133,-9.5768,6.3147,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,63.313,"48° 9‘  48,6749‘‘ N","11° 33‘  28,3145‘‘ E",566.6,NaN,4.39,8,92.98,16 / 20,36118,2018-11-09 10:14:45:758
-1.2486,-12.0943,5.4384,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,63.313,"48° 9‘  48,6475‘‘ N","11° 33‘  28,4312‘‘ E",566.83,NaN,4.47,8,108.93,16 / 20,36219,2018-11-09 10:14:45:859
0.2143,-8.7795,-1.7154,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,63.313,"48° 9‘  48,6475‘‘ N","11° 33‘  28,4312‘‘ E",566.83,NaN,4.47,8,108.93,16 / 20,36318,2018-11-09 10:14:45:958
-0.4345,-9.2656,-0.1221,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,61.729,"48° 9‘  48,6475‘‘ N","11° 33‘  28,4312‘‘ E",566.83,NaN,4.47,8,108.93,16 / 20,36418,2018-11-09 10:14:46:058
-1.0582,-8.1834,0.5183,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,61.729,"48° 9‘  48,6475‘‘ N","11° 33‘  28,4312‘‘ E",566.83,NaN,4.47,8,108.93,16 / 20,36519,2018-11-09 10:14:46:159
